Item_Name,Item_Format,Item_Start_Date,Item_End_Date,Item_Alias,Item_Description,Code,Default_Code_Indicator,Code_Short_Description,Code_Long_Description,Code_Start_Date,Code_End_Date,Constraint_Indicator
Referral_To_Treatment_Period_Status,an2,01/04/2012,Null,Null,The status of an Activity (or anticipated Activity) for the Referral To Treatment Period decided by the lead Care Professional.,10,N,first Activity,first Activity - first Activity in a Referral To Treatment Period,01/01/2007,Null,N
Referral_To_Treatment_Period_Status,an2,01/04/2012,Null,Null,The status of an Activity (or anticipated Activity) for the Referral To Treatment Period decided by the lead Care Professional.,11,N,Active Monitoring end,Active Monitoring end - first Activity at the start of a new Referral To Treatment Period following Active Monitoring,01/01/2007,Null,N
Referral_To_Treatment_Period_Status,an2,01/04/2012,Null,Null,The status of an Activity (or anticipated Activity) for the Referral To Treatment Period decided by the lead Care Professional.,12,N,Consultant or NHS Allied Health Professional Service (Referral To Treatment Measurement) referral,Consultant or NHS Allied Health Professional Service (Referral To Treatment Measurement) referral - the first Activity at the start of a new Referral To Treatment Period following a decision to refer directly to the Consultant or NHS Allied Health Professional Service (Referral To Treatment Measurement) for a separate condition,01/01/2007,Null,N
Referral_To_Treatment_Period_Status,an2,01/04/2012,Null,Null,The status of an Activity (or anticipated Activity) for the Referral To Treatment Period decided by the lead Care Professional.,20,N,subsequent Activity during a Referral To Treatment Period,subsequent Activity during a Referral To Treatment Period - further Activities anticipated,01/01/2007,Null,N
Referral_To_Treatment_Period_Status,an2,01/04/2012,Null,Null,The status of an Activity (or anticipated Activity) for the Referral To Treatment Period decided by the lead Care Professional.,21,N,transfer to another Health Care Provider,transfer to another Health Care Provider - subsequent Activity by another Health Care Provider during a Referral To Treatment Period anticipated,01/01/2007,Null,N
Referral_To_Treatment_Period_Status,an2,01/04/2012,Null,Null,The status of an Activity (or anticipated Activity) for the Referral To Treatment Period decided by the lead Care Professional.,30,N,Start of First Definitive Treatment,Start of First Definitive Treatment,01/01/2007,Null,N
Referral_To_Treatment_Period_Status,an2,01/04/2012,Null,Null,The status of an Activity (or anticipated Activity) for the Referral To Treatment Period decided by the lead Care Professional.,31,N,start of Active Monitoring initiated by the Patient,start of Active Monitoring initiated by the Patient,01/01/2007,Null,N
Referral_To_Treatment_Period_Status,an2,01/04/2012,Null,Null,The status of an Activity (or anticipated Activity) for the Referral To Treatment Period decided by the lead Care Professional.,32,N,start of Active Monitoring initiated by the Care Professional,start of Active Monitoring initiated by the Care Professional,01/01/2007,Null,N
Referral_To_Treatment_Period_Status,an2,01/04/2012,Null,Null,The status of an Activity (or anticipated Activity) for the Referral To Treatment Period decided by the lead Care Professional.,33,N,Did not attend,Did not attend - the Patient did not attend the first Care Activity after the referral,01/01/2007,Null,Y
Referral_To_Treatment_Period_Status,an2,01/04/2012,Null,Null,The status of an Activity (or anticipated Activity) for the Referral To Treatment Period decided by the lead Care Professional.,34,N,decision not to treat,decision not to treat - decision not to treat made or no further contact required,01/01/2007,Null,Y
Referral_To_Treatment_Period_Status,an2,01/04/2012,Null,Null,The status of an Activity (or anticipated Activity) for the Referral To Treatment Period decided by the lead Care Professional.,35,N,Patient declined offered treatment,Patient declined offered treatment,01/01/2007,Null,N
Referral_To_Treatment_Period_Status,an2,01/04/2012,Null,Null,The status of an Activity (or anticipated Activity) for the Referral To Treatment Period decided by the lead Care Professional.,36,N,Patient died before treatment,Patient died before treatment,01/01/2007,Null,N
Referral_To_Treatment_Period_Status,an2,01/04/2012,Null,Null,The status of an Activity (or anticipated Activity) for the Referral To Treatment Period decided by the lead Care Professional.,90,N,after treatment,after treatment - First Definitive Treatment occurred previously (e.g. admitted as an emergency from A&E or the Activity is after the start of treatment),01/01/2007,Null,N
Referral_To_Treatment_Period_Status,an2,01/04/2012,Null,Null,The status of an Activity (or anticipated Activity) for the Referral To Treatment Period decided by the lead Care Professional.,91,N,Active Monitoring,Active Monitoring - Care Activity during Active Monitoring,01/01/2007,Null,N
Referral_To_Treatment_Period_Status,an2,01/04/2012,Null,Null,The status of an Activity (or anticipated Activity) for the Referral To Treatment Period decided by the lead Care Professional.,92,N,not yet referred,"not yet referred - not yet referred for treatment, undergoing diagnostic tests by General Practitioner before referral",01/01/2007,Null,N
Referral_To_Treatment_Period_Status,an2,01/04/2012,Null,Null,The status of an Activity (or anticipated Activity) for the Referral To Treatment Period decided by the lead Care Professional.,98,N,not applicable,not applicable - Activity not applicable to Referral To Treatment Periods,01/01/2007,Null,N
Referral_To_Treatment_Period_Status,an2,01/04/2012,Null,Null,The status of an Activity (or anticipated Activity) for the Referral To Treatment Period decided by the lead Care Professional.,99,N,not yet known,not yet known,01/01/2007,Null,N
Waiting_Time_Measurement_Type,an2,01/04/2012,Null,Null,The type of waiting time measurement methodology which may be applied during a Patient Pathway.,01,N,Referral To Treatment Period Included In Referral To Treatment Consultant-Led Waiting Times Measurement,Referral To Treatment Period Included In Referral To Treatment Consultant-Led Waiting Times Measurement,01/04/2012,Null,N
Waiting_Time_Measurement_Type,an2,01/04/2012,Null,Null,The type of waiting time measurement methodology which may be applied during a Patient Pathway.,02,N,Allied Health Professional Referral To Treatment Measurement,Allied Health Professional Referral To Treatment Measurement,01/04/2012,Null,N
Waiting_Time_Measurement_Type,an2,01/04/2012,Null,Null,The type of waiting time measurement methodology which may be applied during a Patient Pathway.,09,N,Other Referral To Treatment Measurement Type,Other Referral To Treatment Measurement Type,01/04/2012,Null,N
NHS_Number_Status_Indicator_Code,an2,01/04/2011,Null,Null,The status of the NHS number.,01,N,Number present and verified,Number present and verified,01/04/2011,Null,N
NHS_Number_Status_Indicator_Code,an2,01/04/2011,Null,Null,The status of the NHS number.,02,N,Number present but not traced,Number present but not traced,01/04/2011,Null,N
NHS_Number_Status_Indicator_Code,an2,01/04/2011,Null,Null,The status of the NHS number.,03,N,Trace required,Trace required,01/04/2011,Null,N
NHS_Number_Status_Indicator_Code,an2,01/04/2011,Null,Null,The status of the NHS number.,04,N,Trace attempted - No match or multiple match found,Trace attempted - No match or multiple match found,01/04/2011,Null,N
NHS_Number_Status_Indicator_Code,an2,01/04/2011,Null,Null,The status of the NHS number.,05,N,Trace needs to be resolved - (NHS Number or Patient detail conflict),Trace needs to be resolved - (NHS Number or Patient detail conflict),01/04/2011,Null,N
NHS_Number_Status_Indicator_Code,an2,01/04/2011,Null,Null,The status of the NHS number.,06,N,Trace in progress,Trace in progress,01/04/2011,Null,N
NHS_Number_Status_Indicator_Code,an2,01/04/2011,Null,Null,The status of the NHS number.,07,N,Number not present and trace not required,Number not present and trace not required,01/04/2011,Null,N
NHS_Number_Status_Indicator_Code,an2,01/04/2011,Null,Null,The status of the NHS number.,08,N,Trace postponed (baby under six weeks old),Trace postponed (baby under six weeks old),01/04/2011,Null,N
Withheld_Identity_Reason,an2,01/11/2012,Null,Null,The valid reason that the record has been purposely anonymised for a valid reason.,01,N,Record anonymised for legal/statutory reasons,Record anonymised for legal/statutory reasons,01/11/2012,Null,N
Withheld_Identity_Reason,an2,01/11/2012,Null,Null,The valid reason that the record has been purposely anonymised for a valid reason.,02,N,Record anonymised at request of Caldicott Guardian,Record anonymised at request of Caldicott Guardian,01/11/2012,Null,N
Withheld_Identity_Reason,an2,01/11/2012,Null,Null,The valid reason that the record has been purposely anonymised for a valid reason.,03,N,Record anonymised at request of Patient,Record anonymised at request of Patient,01/11/2012,Null,N
Withheld_Identity_Reason,an2,01/11/2012,Null,Null,The valid reason that the record has been purposely anonymised for a valid reason.,97,N,Record anonymised for other reason,Record anonymised for other reason,01/11/2012,Null,N
Withheld_Identity_Reason,an2,01/11/2012,Null,Null,The valid reason that the record has been purposely anonymised for a valid reason.,99,Y,Identity withheld but reason not known,Identity withheld but reason not known,01/11/2012,Null,N
Person_Gender_Code_Current,an1,01/04/2011,Null,Null,"Person Gender Code Current is a Person's gender currently. The classification is phenotypical rather than genotypical, i.e. it does not provide codes for medical or scientific purposes.",0,N,Not Known,Not Known,01/05/2005,Null,N
Person_Gender_Code_Current,an1,01/04/2011,Null,Null,"Person Gender Code Current is a Person's gender currently. The classification is phenotypical rather than genotypical, i.e. it does not provide codes for medical or scientific purposes.",1,N,Male,Male,01/05/2005,Null,N
Person_Gender_Code_Current,an1,01/04/2011,Null,Null,"Person Gender Code Current is a Person's gender currently. The classification is phenotypical rather than genotypical, i.e. it does not provide codes for medical or scientific purposes.",2,N,Female,Female,01/05/2005,Null,N
Person_Gender_Code_Current,an1,01/04/2011,Null,Null,"Person Gender Code Current is a Person's gender currently. The classification is phenotypical rather than genotypical, i.e. it does not provide codes for medical or scientific purposes.",9,N,Not Specified,Not Specified,01/05/2005,Null,N
Carer_Support_Indicator,an2,01/05/2005,Null,Null,An indication of whether Carer support is available to the Patient at their normal residence.,01,N,Yes,Yes,01/05/2005,Null,N
Carer_Support_Indicator,an2,01/05/2005,Null,Null,An indication of whether Carer support is available to the Patient at their normal residence.,02,N,No,No,01/05/2005,Null,N
Ethnic_Category,an2,01/05/2005,Null,Null,"The ethnicity of a Person, as specified by the Person. Ethnic Category is the classification used for the 2001 census.",A,N,British,British,01/05/2005,Null,N
Ethnic_Category,an2,01/05/2005,Null,Null,"The ethnicity of a Person, as specified by the Person. Ethnic Category is the classification used for the 2001 census.",B,N,Irish,Irish,01/05/2005,Null,N
Ethnic_Category,an2,01/05/2005,Null,Null,"The ethnicity of a Person, as specified by the Person. Ethnic Category is the classification used for the 2001 census.",C,N,Any other White background,Any other White background,01/05/2005,Null,N
Ethnic_Category,an2,01/05/2005,Null,Null,"The ethnicity of a Person, as specified by the Person. Ethnic Category is the classification used for the 2001 census.",D,N,White and Black Caribbean,White and Black Caribbean,01/05/2005,Null,N
Ethnic_Category,an2,01/05/2005,Null,Null,"The ethnicity of a Person, as specified by the Person. Ethnic Category is the classification used for the 2001 census.",E,N,White and Black African,White and Black African,01/05/2005,Null,N
Ethnic_Category,an2,01/05/2005,Null,Null,"The ethnicity of a Person, as specified by the Person. Ethnic Category is the classification used for the 2001 census.",F,N,White and Asian,White and Asian,01/05/2005,Null,N
Ethnic_Category,an2,01/05/2005,Null,Null,"The ethnicity of a Person, as specified by the Person. Ethnic Category is the classification used for the 2001 census.",G,N,Any other mixed background,Any other mixed background,01/05/2005,Null,N
Ethnic_Category,an2,01/05/2005,Null,Null,"The ethnicity of a Person, as specified by the Person. Ethnic Category is the classification used for the 2001 census.",H,N,Indian,Indian,01/05/2005,Null,N
Ethnic_Category,an2,01/05/2005,Null,Null,"The ethnicity of a Person, as specified by the Person. Ethnic Category is the classification used for the 2001 census.",J,N,Pakistani,Pakistani,01/05/2005,Null,N
Ethnic_Category,an2,01/05/2005,Null,Null,"The ethnicity of a Person, as specified by the Person. Ethnic Category is the classification used for the 2001 census.",K,N,Bangladeshi,Bangladeshi,01/05/2005,Null,N
Ethnic_Category,an2,01/05/2005,Null,Null,"The ethnicity of a Person, as specified by the Person. Ethnic Category is the classification used for the 2001 census.",L,N,Any other Asian background,Any other Asian background,01/05/2005,Null,N
Ethnic_Category,an2,01/05/2005,Null,Null,"The ethnicity of a Person, as specified by the Person. Ethnic Category is the classification used for the 2001 census.",M,N,Caribbean,Caribbean,01/05/2005,Null,N
Ethnic_Category,an2,01/05/2005,Null,Null,"The ethnicity of a Person, as specified by the Person. Ethnic Category is the classification used for the 2001 census.",N,N,African,African,01/05/2005,Null,N
Ethnic_Category,an2,01/05/2005,Null,Null,"The ethnicity of a Person, as specified by the Person. Ethnic Category is the classification used for the 2001 census.",P,N,Any other Black background,Any other Black background,01/05/2005,Null,N
Ethnic_Category,an2,01/05/2005,Null,Null,"The ethnicity of a Person, as specified by the Person. Ethnic Category is the classification used for the 2001 census.",R,N,Chinese,Chinese,01/05/2005,Null,N
Ethnic_Category,an2,01/05/2005,Null,Null,"The ethnicity of a Person, as specified by the Person. Ethnic Category is the classification used for the 2001 census.",S,N,Any other ethnic group,Any other ethnic group,01/05/2005,Null,N
Ethnic_Category,an2,01/05/2005,Null,Null,"The ethnicity of a Person, as specified by the Person. Ethnic Category is the classification used for the 2001 census.",Z,N,Not stated,Not stated,01/05/2005,Null,Y
Ethnic_Category,an2,01/05/2005,Null,Null,"The ethnicity of a Person, as specified by the Person. Ethnic Category is the classification used for the 2001 census.",99,Y,Not known,Not known,01/05/2005,Null,N
Consultant_Code,an8,01/05/2005,Null,Null,A code uniquely identifying a Consultant.,C9999998,Y,"Consultant, General Medical Council Reference Number not known","Consultant, General Medical Council Reference Number not known",01/05/2005,Null,N
Consultant_Code,an8,01/05/2005,Null,Null,A code uniquely identifying a Consultant.,CD999998,Y,Dental Consultant: General Medical Council Reference Number / General Dental Council Registration Number not known,Dental Consultant: General Medical Council Reference Number / General Dental Council Registration Number not known,01/05/2007,Null,N
Consultant_Code,an8,01/05/2005,Null,Null,A code uniquely identifying a Consultant.,D9999998,Y,"Dentist, General Dental Practitioner Code not known","Dentist, General Dental Practitioner Code not known",01/05/2005,Null,N
Consultant_Code,an8,01/05/2005,Null,Null,A code uniquely identifying a Consultant.,M9999998,Y,Midwife,Midwife,01/05/2005,Null,N
Consultant_Code,an8,01/05/2005,Null,Null,A code uniquely identifying a Consultant.,N9999998,Y,Nurse,Nurse,01/05/2005,Null,N
Consultant_Code,an8,01/05/2005,Null,Null,A code uniquely identifying a Consultant.,H9999998,Y,Other health Care Professional,Other health Care Professional,01/04/2006,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,100,N,General Surgery,General Surgery,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,101,N,Urology,Urology,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,110,N,Trauma & Orthopaedics,Trauma & Orthopaedics,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,120,N,ENT,ENT,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,130,N,Ophthalmology,Ophthalmology,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,140,N,Oral Surgery,Oral Surgery,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,141,N,Restorative Dentistry,Restorative Dentistry,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,142,N,Paediatric Dentistry,Paediatric Dentistry,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,143,N,Orthodontics,Orthodontics,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,145,N,Oral & Maxillo Facial Surgery,Oral & Maxillo Facial Surgery,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,146,N,Endodontics,Endodontics,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,147,N,Periodontics,Periodontics,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,148,N,Prosthodontics,Prosthodontics,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,149,N,Surgical Dentistry,Surgical Dentistry,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,150,N,Neurosurgery,Neurosurgery,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,160,N,Plastic Surgery,Plastic Surgery,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,170,N,Cardiothoracic Surgery,Cardiothoracic Surgery,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,171,N,Paediatric Surgery,Paediatric Surgery,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,180,N,Accident & Emergency,Accident & Emergency,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,191 ,N,Pain Management,Pain Management,01/04/2001,01/04/2004,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,190,N,Anaesthetics,Anaesthetics,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,192,N,Critical Care Medicine,Critical Care Medicine,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,300,N,General Medicine,General Medicine,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,301,N,Gastroenterology,Gastroenterology,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,302,N,Endocrinology,Endocrinology,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,303,N,Clinical Haematology,Clinical Haematology,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,304,N,Clinical Physiology,Clinical Physiology,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,305,N,Clinical Pharmacology,Clinical Pharmacology,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,310,N,Audiological Medicine,Audiological Medicine,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,311,N,Clinical Genetics,Clinical Genetics,01/05/2005,Null,Y
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,312 ,N,Clinical Cytogenetics and Molecular Genetics,Clinical Cytogenetics and Molecular Genetics,01/05/2005,01/04/2010,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,313,N,Clinical Immunology and Allergy,Clinical Immunology and Allergy,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,314,N,Rehabilitation,Rehabilitation,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,315,N,Palliative Medicine,Palliative Medicine,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,320,N,Cardiology,Cardiology,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,321,N,Paediatric Cardiology,Paediatric Cardiology,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,325,N,Sport and Exercise Medicine,Sport and Exercise Medicine,01/04/2010,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,326,N,Acute Internal Medicine,Acute Internal Medicine,01/04/2010,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,330,N,Dermatology,Dermatology,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,340,N,Respiratory Medicine (also known as Thoracic Medicine),Respiratory Medicine (also known as Thoracic Medicine),01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,350,N,Infectious Diseases,Infectious Diseases,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,352,N,Tropical Medicine,Tropical Medicine,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,360,N,Genitourinary Medicine,Genitourinary Medicine,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,361,N,Nephrology,Nephrology,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,370,N,Medical Oncology,Medical Oncology,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,371,N,Nuclear Medicine,Nuclear Medicine,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,400,N,Neurology,Neurology,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,401,N,Clinical Neuro-Physiology,Clinical Neuro-Physiology,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,410,N,Rheumatology,Rheumatology,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,420,N,Paediatrics,Paediatrics,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,421,N,Paediatric Neurology,Paediatric Neurology,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,430,N,Geriatric Medicine,Geriatric Medicine,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,450,N,Dental Medicine Specialties,Dental Medicine Specialties,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,451,N,Special Care Dentistry,Special Care Dentistry,01/04/2010,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,460,N,Medical Ophthalmology,Medical Ophthalmology,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,500,N,Obstetrics and Gynaecology,Obstetrics and Gynaecology,01/05/2005,Null,Y
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,501,N,Obstetrics,Obstetrics,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,502,N,Gynaecology,Gynaecology,01/05/2005,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,504,N,Community Sexual and Reproductive Health,Community Sexual and Reproductive Health,01/04/2010,Null,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,510 ,N,Antenatal Clinic,Antenatal Clinic,01/04/2001,01/04/2004,N
Care_Professional_Main_Specialty_Code,an3,01/04/2012,Null,Null,A unique code identifying each Main Specialty designated by Royal Colleges,520 ,N,Postnatal Clinic,Postnatal Clinic,01/04/2001,01/04/2004,N
